"Date","Price","Open","High","Low","Vol.","Change %"
"09/19/2022","353.14","350.45","353.25","348.11","210.84M","-0.12%"
"09/16/2022","353.56","353.04","353.76","349.39","835.38M","-0.08%"
"09/15/2022","353.83","360.92","361.62","353.50","303.00M","-1.98%"
"09/14/2022","360.97","363.13","364.06","358.41","270.85M","-1.39%"
"09/13/2022","366.06","372.99","373.70","364.97","215.58M","-3.68%"
"09/12/2022","380.06","378.04","380.90","377.94","172.05M","0.87%"
"09/09/2022","376.79","374.24","378.14","372.86","185.01M","0.91%"
"09/08/2022","373.38","370.28","374.38","369.39","180.72M","0.24%"
"09/07/2022","372.47","365.64","373.02","365.47","191.66M","1.97%"
"09/06/2022","365.29","363.46","366.83","361.69","259.94M","1.15%"
"09/02/2022","361.14","369.57","370.01","360.36","171.26M","-1.38%"
"09/01/2022","366.20","363.17","366.36","359.80","180.64M","0.25%"
"08/31/2022","365.28","368.83","370.45","364.59","218.31M","-0.39%"
"08/30/2022","366.70","372.87","373.40","365.88","166.70M","-1.47%"
"08/29/2022","372.17","373.01","375.92","371.55","141.54M","-0.84%"
"08/26/2022","375.34","385.06","385.06","375.30","146.93M","-2.47%"
"08/25/2022","384.85","380.97","384.91","379.68","119.05M","1.52%"
"08/24/2022","379.09","377.29","381.37","377.15","131.68M","0.62%"
"08/23/2022","376.77","380.91","381.12","375.47","156.29M","-1.29%"
"08/22/2022","381.70","386.82","386.82","381.56","150.96M","-2.09%"
"08/19/2022","389.83","392.65","392.95","388.78","170.98M","-0.98%"
"08/18/2022","393.70","397.25","397.33","392.08","140.50M","-0.74%"
"08/17/2022","396.62","395.47","398.84","394.29","143.51M","-0.46%"
"08/16/2022","398.44","398.23","400.58","397.35","157.44M","-0.36%"
"08/15/2022","399.88","398.11","400.60","396.98","143.23M","0.39%"
"08/12/2022","398.33","394.35","398.56","393.98","131.33M","1.68%"
"08/11/2022","391.74","394.68","396.34","390.72","169.86M","-0.39%"
"08/10/2022","393.27","392.01","393.67","390.15","168.55M","1.52%"
"08/09/2022","387.38","385.21","387.44","384.26","190.34M","0.61%"
"08/08/2022","385.05","385.41","388.04","383.27","173.22M","0.79%"
"08/05/2022","382.03","377.84","382.19","376.96","210.71M","0.25%"
"08/04/2022","381.06","381.75","382.36","378.86","227.98M","-0.02%"
"08/03/2022","381.13","382.07","384.98","381.09","215.74M","0.30%"
"08/02/2022","379.98","384.50","385.79","379.87","299.07M","-1.28%"
"08/01/2022","384.92","386.79","387.18","383.40","185.76M","-0.82%"
"07/29/2022","388.12","386.10","389.53","384.66","243.22M","0.51%"
"07/28/2022","386.15","376.74","386.43","376.74","224.68M","3.26%"
"07/27/2022","373.95","371.55","374.55","369.48","181.46M","0.87%"
"07/26/2022","370.73","370.44","372.68","369.45","171.04M","0.08%"
"07/25/2022","370.43","369.99","372.22","368.52","156.06M","0.15%"
"07/22/2022","369.88","369.57","372.11","367.22","147.99M","0.58%"
"07/21/2022","367.73","364.13","367.73","361.73","183.87M","0.90%"
"07/20/2022","364.46","364.92","368.96","362.99","264.11M","-0.32%"
"07/19/2022","365.62","360.01","365.75","359.09","197.98M","2.63%"
"07/18/2022","356.25","361.05","361.72","355.07","174.20M","-0.88%"
"07/15/2022","359.41","358.25","360.96","355.83","280.04M","1.75%"
"07/14/2022","353.22","350.51","354.70","350.51","204.29M","-0.98%"
"07/13/2022","356.73","354.38","359.09","352.25","170.68M","-0.43%"
"07/12/2022","358.26","358.14","362.01","355.80","180.20M","-0.56%"
"07/11/2022","360.26","359.53","361.44","357.47","152.34M","-0.14%"
"07/08/2022","360.78","361.54","363.25","359.13","164.29M","-0.52%"
"07/07/2022","362.65","363.30","365.84","361.53","168.98M","0.16%"
"07/06/2022","362.06","363.57","366.49","360.98","192.98M","-0.09%"
"07/05/2022","362.37","360.32","362.44","354.07","210.66M","-0.33%"
"07/01/2022","363.56","356.17","364.32","356.12","193.06M","1.89%"
"06/30/2022","356.80","355.33","361.25","352.75","235.03M","-0.24%"
"06/29/2022","357.66","357.12","358.26","353.71","208.93M","-0.82%"
"06/28/2022","360.62","366.99","369.39","360.06","209.92M","-1.18%"
"06/27/2022","364.92","365.38","368.95","363.03","221.72M","-0.24%"
"06/24/2022","365.81","360.07","366.16","359.57","359.38M","2.17%"
"06/23/2022","358.03","352.65","358.92","352.55","236.93M","1.98%"
"06/22/2022","351.07","342.97","355.51","342.73","258.84M","1.35%"
"06/21/2022","346.39","344.52","349.57","344.31","281.05M","1.58%"
"06/17/2022","341.00","339.77","345.06","337.87","487.51M","0.84%"
"06/16/2022","338.17","339.35","341.90","336.86","344.00M","-2.60%"
"06/15/2022","347.19","342.54","351.94","341.89","360.60M","2.23%"
"06/14/2022","339.61","343.25","344.35","337.33","303.39M","-0.98%"
"06/13/2022","342.96","351.75","352.80","341.55","357.54M","-4.93%"
"06/10/2022","360.74","364.54","364.57","360.60","247.03M","-2.17%"
"06/09/2022","368.76","375.49","378.13","368.65","219.69M","-2.26%"
"06/08/2022","377.27","384.02","384.52","376.40","172.55M","-2.33%"
"06/07/2022","386.26","379.58","386.37","377.84","374.40M","1.30%"
"06/06/2022","381.30","385.47","385.93","380.52","236.16M","-0.33%"
"06/03/2022","382.57","385.03","386.63","381.75","183.73M","-1.32%"
"06/02/2022","387.69","380.81","387.83","376.13","205.76M","1.46%"
"06/01/2022","382.13","386.69","386.75","377.65","201.11M","-0.90%"
"05/31/2022","385.60","386.60","388.16","383.73","418.67M","-1.24%"
"05/27/2022","390.46","381.91","390.50","381.91","200.37M","2.70%"
"05/26/2022","380.18","381.55","383.97","379.62","209.53M","0.11%"
"05/25/2022","379.77","375.46","380.88","375.00","230.65M","0.72%"
"05/24/2022","377.05","372.62","377.50","366.71","233.82M","0.89%"
"05/23/2022","373.71","372.83","374.75","367.31","228.60M","1.15%"
"05/20/2022","369.47","370.03","370.33","363.58","260.29M","0.88%"
"05/19/2022","366.24","364.90","370.47","364.87","271.82M","-0.28%"
"05/18/2022","367.26","377.43","377.91","366.20","249.09M","-2.96%"
"05/17/2022","378.47","377.72","378.49","373.33","310.41M","1.18%"
"05/16/2022","374.07","376.47","377.39","373.63","197.65M","-0.70%"
"05/13/2022","376.70","370.07","376.84","368.02","254.70M","2.66%"
"05/12/2022","366.94","363.93","367.15","361.59","310.23M","0.82%"
"05/11/2022","363.96","366.34","372.40","363.55","277.27M","-0.30%"
"05/10/2022","365.04","375.93","378.54","362.34","330.72M","-1.87%"
"05/09/2022","372.01","385.00","385.00","370.71","274.51M","-4.36%"
"05/06/2022","388.95","390.60","391.70","384.99","295.64M","-1.18%"
"05/05/2022","393.61","403.55","404.63","390.87","259.27M","-2.63%"
"05/04/2022","404.26","399.69","404.91","393.12","256.54M","1.12%"
"05/03/2022","399.78","395.55","402.06","393.81","305.29M","1.35%"
"05/02/2022","394.47","405.03","405.97","386.62","309.33M","-2.27%"
"04/29/2022","403.64","420.09","420.79","403.00","342.68M","-4.69%"
"04/28/2022","423.49","418.14","424.70","413.53","241.17M","1.89%"
"04/27/2022","415.65","418.87","422.05","415.44","226.15M","-0.59%"
"04/26/2022","418.12","424.97","426.57","417.98","225.68M","-1.66%"
"04/25/2022","425.19","425.78","426.43","418.35","243.62M","-0.27%"
"04/22/2022","426.33","433.67","433.67","426.13","204.26M","-1.77%"
"04/21/2022","434.00","439.07","439.95","433.93","194.34M","-0.68%"
"04/20/2022","436.96","431.05","438.36","431.05","203.32M","1.68%"
"04/19/2022","429.76","422.63","430.78","422.63","230.09M","2.13%"
"04/18/2022","420.80","421.87","423.70","418.88","158.54M","-0.38%"
"04/14/2022","422.42","425.75","427.31","422.27","160.07M","-0.49%"
"04/13/2022","424.48","422.20","424.85","420.81","154.87M","0.59%"
"04/12/2022","421.98","422.55","425.76","420.48","179.16M","-0.28%"
"04/11/2022","423.17","427.18","428.47","422.16","170.88M","-1.08%"
"04/08/2022","427.79","427.06","429.46","424.85","161.28M","0.19%"
"04/07/2022","426.97","428.48","428.98","424.16","183.97M","-0.88%"
"04/06/2022","430.74","423.96","431.18","421.76","190.84M","1.23%"
"04/05/2022","425.52","425.89","431.41","424.32","169.31M","-0.33%"
"04/04/2022","426.95","429.03","429.73","423.46","163.80M","-0.42%"
"04/01/2022","428.75","421.84","428.94","421.26","196.66M","1.89%"
"03/31/2022","420.81","427.37","428.90","420.80","211.87M","-1.29%"
"03/30/2022","426.29","427.25","427.97","424.39","183.79M","-0.82%"
"03/29/2022","429.81","422.02","430.64","421.88","233.56M","2.85%"
"03/28/2022","417.90","414.20","417.94","413.13","173.88M","1.12%"
"03/25/2022","413.26","410.03","413.35","408.73","178.12M","1.16%"
"03/24/2022","408.52","406.11","408.55","404.77","160.76M","0.62%"
"03/23/2022","406.01","409.48","410.19","405.30","156.68M","-1.06%"
"03/22/2022","410.36","410.98","412.22","409.53","210.19M","0.28%"
"03/21/2022","409.20","411.63","413.50","407.39","174.20M","-0.60%"
"03/18/2022","411.65","410.76","412.48","408.95","316.46M","0.26%"
"03/17/2022","410.57","403.01","410.59","402.78","180.36M","1.43%"
"03/16/2022","404.80","403.71","406.67","396.46","222.09M","1.16%"
"03/15/2022","400.17","400.56","402.63","396.58","177.56M","0.74%"
"03/14/2022","397.23","401.85","403.15","395.69","187.30M","-0.83%"
"03/11/2022","400.57","407.04","408.50","400.46","167.00M","-0.91%"
"03/10/2022","404.24","399.58","404.92","397.70","170.24M","0.25%"
"03/09/2022","403.23","402.46","407.26","402.46","190.93M","1.52%"
"03/08/2022","397.19","398.85","404.24","396.41","227.50M","-0.56%"
"03/07/2022","399.42","407.06","407.31","399.40","214.19M","-2.02%"
"03/04/2022","407.65","402.20","407.72","401.26","210.65M","0.51%"
"03/03/2022","405.57","404.61","406.91","400.52","193.42M","0.76%"
"03/02/2022","402.51","396.64","404.01","396.64","235.54M","1.80%"
"03/01/2022","395.40","397.91","400.09","393.24","273.54M","-0.36%"
"02/28/2022","396.83","399.05","401.00","392.99","358.20M","-1.63%"
"02/25/2022","403.41","395.32","403.69","393.28","272.40M","2.36%"
"02/24/2022","394.09","382.60","395.19","379.06","301.46M","1.83%"
"02/23/2022","387.00","395.53","397.92","386.83","226.91M","-1.79%"
"02/22/2022","394.05","394.91","396.88","391.94","224.87M","-0.46%"
"02/18/2022","395.86","397.14","400.83","395.25","242.08M","-0.57%"
"02/17/2022","398.13","401.73","402.16","397.47","202.54M","-1.11%"
"02/16/2022","402.60","402.06","403.68","398.69","184.40M","0.26%"
